deltas,alphas,results
17,7,0.07399999999999995
18,7,0.07399999999999995
19,7,0.07399999999999995
20,7,0.07399999999999995
21,7,0.07399999999999995
22,7,0.07399999999999995
23,7,0.07399999999999995
24,7,0.07399999999999995
25,7,0.07399999999999995
26,7,0.07399999999999995
27,7,0.07399999999999995
28,7,0.07399999999999995
29,7,0.07399999999999995
30,7,0.07399999999999995
31,7,0.07399999999999995
32,7,0.07399999999999995
33,7,0.07399999999999995
34,7,0.07399999999999995
35,7,0.07399999999999995
36,7,0.07399999999999995
37,7,0.07399999999999995
38,7,0.07399999999999995
39,7,0.07399999999999995
40,7,0.07399999999999995
41,7,0.07399999999999995
42,7,0.07399999999999995
43,7,0.07399999999999995
44,7,0.07399999999999995
45,7,0.07399999999999995
46,7,0.07399999999999995
47,7,0.07399999999999995
48,7,0.07399999999999995
49,7,0.07399999999999995
50,7,0.07399999999999995
1,8,0.03700000000000003
2,8,0.03700000000000003
3,8,0.03700000000000003
4,8,0.03700000000000003
5,8,0.03700000000000003
6,8,0.03700000000000003
7,8,0.03700000000000003
8,8,0.030000000000000027
9,8,0.07399999999999995
10,8,0.07399999999999995
11,8,0.07399999999999995
12,8,0.07399999999999995
13,8,0.07399999999999995
14,8,0.07399999999999995
15,8,0.07399999999999995
16,8,0.07399999999999995
17,8,0.07399999999999995
18,8,0.07399999999999995
19,8,0.07399999999999995
20,8,0.07399999999999995
21,8,0.07399999999999995
22,8,0.07399999999999995
23,8,0.07399999999999995
24,8,0.07399999999999995
25,8,0.07399999999999995
26,8,0.07399999999999995
27,8,0.07399999999999995
28,8,0.07399999999999995
29,8,0.07399999999999995
30,8,0.07399999999999995
31,8,0.07399999999999995
32,8,0.07399999999999995
33,8,0.07399999999999995
34,8,0.07399999999999995
35,8,0.07399999999999995
36,8,0.07399999999999995
37,8,0.07399999999999995
38,8,0.07399999999999995
39,8,0.07399999999999995
40,8,0.07399999999999995
41,8,0.07399999999999995
42,8,0.07399999999999995
43,8,0.07399999999999995
44,8,0.07399999999999995
45,8,0.07399999999999995
46,8,0.07399999999999995
47,8,0.07399999999999995
48,8,0.07399999999999995
49,8,0.07399999999999995
50,8,0.07399999999999995
1,9,0.03700000000000003
2,9,0.03700000000000003
3,9,0.03700000000000003
4,9,0.03700000000000003
5,9,0.03700000000000003
6,9,0.03700000000000003
7,9,0.03700000000000003
8,9,0.03700000000000003
9,9,0.030000000000000027
10,9,0.07399999999999995
11,9,0.07399999999999995
12,9,0.07399999999999995
13,9,0.07399999999999995
14,9,0.07399999999999995
15,9,0.07399999999999995
16,9,0.07399999999999995
17,9,0.07399999999999995
18,9,0.07399999999999995
19,9,0.07399999999999995
20,9,0.07399999999999995
21,9,0.07399999999999995
22,9,0.07399999999999995
23,9,0.07399999999999995
24,9,0.07399999999999995
25,9,0.07399999999999995
26,9,0.07399999999999995
27,9,0.07399999999999995
28,9,0.07399999999999995
29,9,0.07399999999999995
30,9,0.07399999999999995
31,9,0.07399999999999995
32,9,0.07399999999999995
33,9,0.07399999999999995
34,9,0.07399999999999995
35,9,0.07399999999999995
36,9,0.07399999999999995
37,9,0.07399999999999995
38,9,0.07399999999999995
39,9,0.07399999999999995
40,9,0.07399999999999995
41,9,0.07399999999999995
42,9,0.07399999999999995
43,9,0.07399999999999995
44,9,0.07399999999999995
45,9,0.07399999999999995
46,9,0.07399999999999995
47,9,0.07399999999999995
48,9,0.07399999999999995
49,9,0.07399999999999995
50,9,0.07399999999999995
1,10,0.03700000000000003
2,10,0.03700000000000003
3,10,0.03700000000000003
4,10,0.03700000000000003
5,10,0.03700000000000003
6,10,0.03700000000000003
7,10,0.03700000000000003
8,10,0.03700000000000003
9,10,0.03700000000000003
10,10,0.030000000000000027
11,10,0.07399999999999995
12,10,0.07399999999999995
13,10,0.07399999999999995
14,10,0.07399999999999995
15,10,0.07399999999999995
16,10,0.07399999999999995
17,10,0.07399999999999995
18,10,0.07399999999999995
19,10,0.07399999999999995
20,10,0.07399999999999995
21,10,0.07399999999999995
22,10,0.07399999999999995
23,10,0.07399999999999995
24,10,0.07399999999999995
25,10,0.07399999999999995
26,10,0.07399999999999995
27,10,0.07399999999999995
28,10,0.07399999999999995
29,10,0.07399999999999995
30,10,0.07399999999999995
31,10,0.07399999999999995
32,10,0.07399999999999995
33,10,0.07399999999999995
34,10,0.07399999999999995
35,10,0.07399999999999995
36,10,0.07399999999999995
37,10,0.07399999999999995
38,10,0.07399999999999995
39,10,0.07399999999999995
40,10,0.07399999999999995
41,10,0.07399999999999995
42,10,0.07399999999999995
43,10,0.07399999999999995
44,10,0.07399999999999995
45,10,0.07399999999999995
46,10,0.07399999999999995
47,10,0.07399999999999995
48,10,0.07399999999999995
49,10,0.07399999999999995
50,10,0.07399999999999995
1,11,0.03700000000000003
2,11,0.03700000000000003
3,11,0.03700000000000003
4,11,0.03700000000000003
5,11,0.03700000000000003
6,11,0.03700000000000003
7,11,0.03700000000000003
8,11,0.03700000000000003
9,11,0.03700000000000003
10,11,0.03700000000000003
11,11,0.030000000000000027
12,11,0.07399999999999995
13,11,0.07399999999999995
14,11,0.07399999999999995
15,11,0.07399999999999995
16,11,0.07399999999999995
17,11,0.07399999999999995
18,11,0.07399999999999995
19,11,0.07399999999999995
20,11,0.07399999999999995
21,11,0.07399999999999995
22,11,0.07399999999999995
23,11,0.07399999999999995
24,11,0.07399999999999995
25,11,0.07399999999999995
26,11,0.07399999999999995
27,11,0.07399999999999995
28,11,0.07399999999999995
29,11,0.07399999999999995
30,11,0.07399999999999995
31,11,0.07399999999999995
32,11,0.07399999999999995
33,11,0.07399999999999995
34,11,0.07399999999999995
35,11,0.07399999999999995
36,11,0.07399999999999995
37,11,0.07399999999999995
38,11,0.07399999999999995
39,11,0.07399999999999995
40,11,0.07399999999999995
41,11,0.07399999999999995
42,11,0.07399999999999995
43,11,0.07399999999999995
44,11,0.07399999999999995
45,11,0.07399999999999995
46,11,0.07399999999999995
47,11,0.07399999999999995
48,11,0.07399999999999995
49,11,0.07399999999999995
50,11,0.07399999999999995
1,12,0.03700000000000003
2,12,0.03700000000000003
3,12,0.03700000000000003
4,12,0.03700000000000003
5,12,0.03700000000000003
6,12,0.03700000000000003
7,12,0.03700000000000003
8,12,0.03700000000000003
9,12,0.03700000000000003
10,12,0.03700000000000003
11,12,0.03700000000000003
12,12,0.030000000000000027
13,12,0.07399999999999995
14,12,0.07399999999999995
15,12,0.07399999999999995
16,12,0.07399999999999995
17,12,0.07399999999999995
18,12,0.07399999999999995
19,12,0.07399999999999995
20,12,0.07399999999999995
21,12,0.07399999999999995
22,12,0.07399999999999995
23,12,0.07399999999999995
24,12,0.07399999999999995
25,12,0.07399999999999995
26,12,0.07399999999999995
27,12,0.07399999999999995
28,12,0.07399999999999995
29,12,0.07399999999999995
30,12,0.07399999999999995
31,12,0.07399999999999995
32,12,0.07399999999999995
33,12,0.07399999999999995
34,12,0.07399999999999995
35,12,0.07399999999999995
36,12,0.07399999999999995
37,12,0.07399999999999995
38,12,0.07399999999999995
39,12,0.07399999999999995
40,12,0.07399999999999995
41,12,0.07399999999999995
42,12,0.07399999999999995
43,12,0.07399999999999995
44,12,0.07399999999999995
45,12,0.07399999999999995
46,12,0.07399999999999995
47,12,0.07399999999999995
48,12,0.07399999999999995
49,12,0.07399999999999995
50,12,0.07399999999999995
1,13,0.03700000000000003
2,13,0.03700000000000003
3,13,0.03700000000000003
4,13,0.03700000000000003
5,13,0.03700000000000003
6,13,0.03700000000000003
7,13,0.03700000000000003
8,13,0.03700000000000003
9,13,0.03700000000000003
10,13,0.03700000000000003
11,13,0.03700000000000003
12,13,0.03700000000000003
13,13,0.030000000000000027
14,13,0.07399999999999995
15,13,0.07399999999999995
16,13,0.07399999999999995
17,13,0.07399999999999995
18,13,0.07399999999999995
19,13,0.07399999999999995
20,13,0.07399999999999995
21,13,0.07399999999999995
22,13,0.07399999999999995
23,13,0.07399999999999995
24,13,0.07399999999999995
25,13,0.07399999999999995
26,13,0.07399999999999995
27,13,0.07399999999999995
28,13,0.07399999999999995
29,13,0.07399999999999995
30,13,0.07399999999999995
31,13,0.07399999999999995
32,13,0.07399999999999995
33,13,0.07399999999999995
34,13,0.07399999999999995
35,13,0.07399999999999995
36,13,0.07399999999999995
37,13,0.07399999999999995
38,13,0.07399999999999995
39,13,0.07399999999999995
40,13,0.07399999999999995
41,13,0.07399999999999995
42,13,0.07399999999999995
43,13,0.07399999999999995
44,13,0.07399999999999995
45,13,0.07399999999999995
46,13,0.07399999999999995
47,13,0.07399999999999995
48,13,0.07399999999999995
49,13,0.07399999999999995
50,13,0.07399999999999995
1,14,0.03700000000000003
2,14,0.03700000000000003
3,14,0.03700000000000003
4,14,0.03700000000000003
5,14,0.03700000000000003
6,14,0.03700000000000003
7,14,0.03700000000000003
8,14,0.03700000000000003
9,14,0.03700000000000003
10,14,0.03700000000000003
11,14,0.03700000000000003
12,14,0.03700000000000003
13,14,0.03700000000000003
14,14,0.030000000000000027
15,14,0.07399999999999995
16,14,0.07399999999999995
17,14,0.07399999999999995
18,14,0.07399999999999995
19,14,0.07399999999999995
20,14,0.07399999999999995
21,14,0.07399999999999995
22,14,0.07399999999999995
23,14,0.07399999999999995
24,14,0.07399999999999995
25,14,0.07399999999999995
26,14,0.07399999999999995
27,14,0.07399999999999995
28,14,0.07399999999999995
29,14,0.07399999999999995
30,14,0.07399999999999995
31,14,0.07399999999999995
32,14,0.07399999999999995
33,14,0.07399999999999995
34,14,0.07399999999999995
35,14,0.07399999999999995
36,14,0.07399999999999995
37,14,0.07399999999999995
38,14,0.07399999999999995
39,14,0.07399999999999995
40,14,0.07399999999999995
41,14,0.07399999999999995
42,14,0.07399999999999995
43,14,0.07399999999999995
44,14,0.07399999999999995
45,14,0.07399999999999995
46,14,0.07399999999999995
47,14,0.07399999999999995
48,14,0.07399999999999995
49,14,0.07399999999999995
50,14,0.07399999999999995
1,15,0.03700000000000003
2,15,0.03700000000000003
3,15,0.03700000000000003
4,15,0.03700000000000003
5,15,0.03700000000000003
6,15,0.03700000000000003
7,15,0.03700000000000003
8,15,0.03700000000000003
9,15,0.03700000000000003
10,15,0.03700000000000003
11,15,0.03700000000000003
12,15,0.03700000000000003
13,15,0.03700000000000003
14,15,0.03700000000000003
15,15,0.030000000000000027
16,15,0.07399999999999995
17,15,0.07399999999999995
18,15,0.07399999999999995
19,15,0.07399999999999995
20,15,0.07399999999999995
21,15,0.07399999999999995
22,15,0.07399999999999995
23,15,0.07399999999999995
24,15,0.07399999999999995
25,15,0.07399999999999995
26,15,0.07399999999999995
27,15,0.07399999999999995
28,15,0.07399999999999995
29,15,0.07399999999999995
30,15,0.07399999999999995
31,15,0.07399999999999995
32,15,0.07399999999999995
33,15,0.07399999999999995
34,15,0.07399999999999995
35,15,0.07399999999999995
36,15,0.07399999999999995
37,15,0.07399999999999995
38,15,0.07399999999999995
39,15,0.07399999999999995
40,15,0.07399999999999995
41,15,0.07399999999999995
42,15,0.07399999999999995
43,15,0.07399999999999995
44,15,0.07399999999999995
45,15,0.07399999999999995
46,15,0.07399999999999995
47,15,0.07399999999999995
48,15,0.07399999999999995
49,15,0.07399999999999995
50,15,0.07399999999999995
1,16,0.03700000000000003
2,16,0.03700000000000003
3,16,0.03700000000000003
4,16,0.03700000000000003
5,16,0.03700000000000003
6,16,0.03700000000000003
7,16,0.03700000000000003
8,16,0.03700000000000003
9,16,0.03700000000000003
10,16,0.03700000000000003
11,16,0.03700000000000003
12,16,0.03700000000000003
13,16,0.03700000000000003
14,16,0.03700000000000003
15,16,0.03700000000000003
16,16,0.030000000000000027
17,16,0.07399999999999995
18,16,0.07399999999999995
19,16,0.07399999999999995
20,16,0.07399999999999995
21,16,0.07399999999999995
22,16,0.07399999999999995
23,16,0.07399999999999995
24,16,0.07399999999999995
25,16,0.07399999999999995
26,16,0.07399999999999995
27,16,0.07399999999999995
28,16,0.07399999999999995
29,16,0.07399999999999995
30,16,0.07399999999999995
31,16,0.07399999999999995
32,16,0.07399999999999995
33,16,0.07399999999999995
34,16,0.07399999999999995
35,16,0.07399999999999995
36,16,0.07399999999999995
37,16,0.07399999999999995
38,16,0.07399999999999995
39,16,0.07399999999999995
40,16,0.07399999999999995
41,16,0.07399999999999995
42,16,0.07399999999999995
43,16,0.07399999999999995
44,16,0.07399999999999995
45,16,0.07399999999999995
46,16,0.07399999999999995
47,16,0.07399999999999995
48,16,0.07399999999999995
49,16,0.07399999999999995
50,16,0.07399999999999995
1,17,0.03700000000000003
2,17,0.03700000000000003
3,17,0.03700000000000003
4,17,0.03700000000000003
5,17,0.03700000000000003
6,17,0.03700000000000003
7,17,0.03700000000000003
8,17,0.03700000000000003
9,17,0.03700000000000003
10,17,0.03700000000000003
11,17,0.03700000000000003
12,17,0.03700000000000003
13,17,0.03700000000000003
14,17,0.03700000000000003
15,17,0.03700000000000003
16,17,0.03700000000000003
17,17,0.030000000000000027
18,17,0.07399999999999995
19,17,0.07399999999999995
20,17,0.07399999999999995
21,17,0.07399999999999995
22,17,0.07399999999999995
23,17,0.07399999999999995
24,17,0.07399999999999995
25,17,0.07399999999999995
26,17,0.07399999999999995
27,17,0.07399999999999995
28,17,0.07399999999999995
29,17,0.07399999999999995
30,17,0.07399999999999995
31,17,0.07399999999999995
32,17,0.07399999999999995
33,17,0.07399999999999995
34,17,0.07399999999999995
35,17,0.07399999999999995
36,17,0.07399999999999995
37,17,0.07399999999999995
38,17,0.07399999999999995
39,17,0.07399999999999995
40,17,0.07399999999999995
41,17,0.07399999999999995
42,17,0.07399999999999995
43,17,0.07399999999999995
44,17,0.07399999999999995
45,17,0.07399999999999995
46,17,0.07399999999999995
47,17,0.07399999999999995
48,17,0.07399999999999995
49,17,0.07399999999999995
50,17,0.07399999999999995
1,18,0.03700000000000003
2,18,0.03700000000000003
3,18,0.03700000000000003
4,18,0.03700000000000003
5,18,0.03700000000000003
6,18,0.03700000000000003
7,18,0.03700000000000003
8,18,0.03700000000000003
9,18,0.03700000000000003
10,18,0.03700000000000003
11,18,0.03700000000000003
12,18,0.03700000000000003
13,18,0.03700000000000003
14,18,0.03700000000000003
15,18,0.03700000000000003
16,18,0.03700000000000003
17,18,0.03700000000000003
18,18,0.030000000000000027
19,18,0.07399999999999995
20,18,0.07399999999999995
21,18,0.07399999999999995
22,18,0.07399999999999995
23,18,0.07399999999999995
24,18,0.07399999999999995
25,18,0.07399999999999995
26,18,0.07399999999999995
27,18,0.07399999999999995
28,18,0.07399999999999995
29,18,0.07399999999999995
30,18,0.07399999999999995
31,18,0.07399999999999995
32,18,0.07399999999999995
33,18,0.07399999999999995
34,18,0.07399999999999995
35,18,0.07399999999999995
36,18,0.07399999999999995
37,18,0.07399999999999995
38,18,0.07399999999999995
39,18,0.07399999999999995
40,18,0.07399999999999995
41,18,0.07399999999999995
42,18,0.07399999999999995
43,18,0.07399999999999995
44,18,0.07399999999999995
45,18,0.07399999999999995
46,18,0.07399999999999995
47,18,0.07399999999999995
48,18,0.07399999999999995
49,18,0.07399999999999995
50,18,0.07399999999999995
1,19,0.03700000000000003
2,19,0.03700000000000003
3,19,0.03700000000000003
4,19,0.03700000000000003
5,19,0.03700000000000003
6,19,0.03700000000000003
7,19,0.03700000000000003
8,19,0.03700000000000003
9,19,0.03700000000000003
10,19,0.03700000000000003
11,19,0.03700000000000003
12,19,0.03700000000000003
13,19,0.03700000000000003
14,19,0.03700000000000003
15,19,0.03700000000000003
16,19,0.03700000000000003
17,19,0.03700000000000003
18,19,0.03700000000000003
19,19,0.030000000000000027
20,19,0.07399999999999995
21,19,0.07399999999999995
22,19,0.07399999999999995
23,19,0.07399999999999995
24,19,0.07399999999999995
25,19,0.07399999999999995
26,19,0.07399999999999995
27,19,0.07399999999999995
28,19,0.07399999999999995
29,19,0.07399999999999995
30,19,0.07399999999999995
31,19,0.07399999999999995
32,19,0.07399999999999995
33,19,0.07399999999999995
34,19,0.07399999999999995
35,19,0.07399999999999995
36,19,0.07399999999999995
37,19,0.07399999999999995
38,19,0.07399999999999995
39,19,0.07399999999999995
40,19,0.07399999999999995
41,19,0.07399999999999995
42,19,0.07399999999999995
43,19,0.07399999999999995
44,19,0.07399999999999995
45,19,0.07399999999999995
46,19,0.07399999999999995
47,19,0.07399999999999995
48,19,0.07399999999999995
49,19,0.07399999999999995
50,19,0.07399999999999995
1,20,0.03700000000000003
2,20,0.03700000000000003
3,20,0.03700000000000003
4,20,0.03700000000000003
5,20,0.03700000000000003
6,20,0.03700000000000003
7,20,0.03700000000000003
8,20,0.03700000000000003
9,20,0.03700000000000003
10,20,0.03700000000000003
11,20,0.03700000000000003
12,20,0.03700000000000003
13,20,0.03700000000000003
14,20,0.03700000000000003
15,20,0.03700000000000003
16,20,0.03700000000000003
17,20,0.03700000000000003
18,20,0.03700000000000003
19,20,0.03700000000000003
20,20,0.030000000000000027
21,20,0.07399999999999995
22,20,0.07399999999999995
23,20,0.07399999999999995
24,20,0.07399999999999995
25,20,0.07399999999999995
26,20,0.07399999999999995
27,20,0.07399999999999995
28,20,0.07399999999999995
29,20,0.07399999999999995
30,20,0.07399999999999995
31,20,0.07399999999999995
32,20,0.07399999999999995
33,20,0.07399999999999995
34,20,0.07399999999999995
35,20,0.07399999999999995
36,20,0.07399999999999995
37,20,0.07399999999999995
38,20,0.07399999999999995
39,20,0.07399999999999995
40,20,0.07399999999999995
41,20,0.07399999999999995
42,20,0.07399999999999995
43,20,0.07399999999999995
44,20,0.07399999999999995
45,20,0.07399999999999995
46,20,0.07399999999999995
47,20,0.07399999999999995
48,20,0.07399999999999995
49,20,0.07399999999999995
50,20,0.07399999999999995
1,21,0.03700000000000003
2,21,0.03700000000000003
3,21,0.03700000000000003
4,21,0.03700000000000003
5,21,0.03700000000000003
6,21,0.03700000000000003
7,21,0.03700000000000003
8,21,0.03700000000000003
9,21,0.03700000000000003
10,21,0.03700000000000003
11,21,0.03700000000000003
12,21,0.03700000000000003
13,21,0.03700000000000003
14,21,0.03700000000000003
15,21,0.03700000000000003
16,21,0.03700000000000003
17,21,0.03700000000000003
18,21,0.03700000000000003
19,21,0.03700000000000003
20,21,0.03700000000000003
21,21,0.030000000000000027
22,21,0.07399999999999995
23,21,0.07399999999999995
24,21,0.07399999999999995
25,21,0.07399999999999995
26,21,0.07399999999999995
27,21,0.07399999999999995
28,21,0.07399999999999995
29,21,0.07399999999999995
30,21,0.07399999999999995
31,21,0.07399999999999995
32,21,0.07399999999999995
33,21,0.07399999999999995
34,21,0.07399999999999995
35,21,0.07399999999999995
36,21,0.07399999999999995
37,21,0.07399999999999995
38,21,0.07399999999999995
39,21,0.07399999999999995
40,21,0.07399999999999995
41,21,0.07399999999999995
42,21,0.07399999999999995
43,21,0.07399999999999995
44,21,0.07399999999999995
45,21,0.07399999999999995
46,21,0.07399999999999995
47,21,0.07399999999999995
48,21,0.07399999999999995
49,21,0.07399999999999995
50,21,0.07399999999999995
1,22,0.03700000000000003
2,22,0.03700000000000003
3,22,0.03700000000000003
4,22,0.03700000000000003
5,22,0.03700000000000003
6,22,0.03700000000000003
7,22,0.03700000000000003
8,22,0.03700000000000003
9,22,0.03700000000000003
10,22,0.03700000000000003
11,22,0.03700000000000003
12,22,0.03700000000000003
13,22,0.03700000000000003
14,22,0.03700000000000003
15,22,0.03700000000000003
16,22,0.03700000000000003
17,22,0.03700000000000003
18,22,0.03700000000000003
19,22,0.03700000000000003
20,22,0.03700000000000003
21,22,0.03700000000000003
22,22,0.030000000000000027
23,22,0.07399999999999995
24,22,0.07399999999999995
